"Format"	"EVNEW text 1.0.1"
"Created by"	"EVNEW 1.0.4"
"Number of resources"	1765
"Resource Type"	"ID"	"Name"	"Width"	"Height"	"Filename"	"End-of-resource"
"spob"	557	"Obron"	0	0	74	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	558	"Obron Outpost"	75	75	92	2000	2	15	20	-1	-1	-1	-1	-1	-1	197	1	-1	-1	279	1804	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000055	0x0000	"EOR"
"spob"	559	"F-1119"	0	0	88	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	560	"Huron"	0	0	71	2000	2	30	15	10	-1	-1	-1	-1	-1	196	-4	-1	-1	278	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4220214F	0x0000	"EOR"
"spob"	561	"UE Listening Post 2G"	0	0	89	0	0	0	0	0	-1	-1	-1	-1	-1	196	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000031	0x0000	"EOR"
"spob"	562	"Helios"	0	0	81	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	563	"Apollo"	100	100	96	1000	1	30	35	-1	-1	-1	-1	-1	-1	209	-8	-1	-1	292	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x12204047	0x0000	"EOR"
"spob"	564	"Troub"	0	0	80	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	565	"F-909"	0	0	82	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	566	"New Alcatraz"	0	0	98	2000	2	30	35	40	-1	-1	-1	-1	-1	200	16	10060	-1	291	4003	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x2044044F	0x0000	"EOR"
"spob"	567	"F-1601"	0	0	83	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	568	"F-4067"	0	0	75	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	569	"UE Listening Post 2J"	0	0	89	0	0	0	0	0	-1	-1	-1	-1	-1	196	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000031	0x0000	"EOR"
"spob"	570	"Thehir"	700	-1000	79	1000	1	30	35	-1	-1	-1	-1	-1	-1	209	-16	-1	-1	292	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20401447	0x0000	"EOR"
"spob"	571	"Gribn"	-650	1100	77	2000	2	30	35	-1	-1	-1	-1	-1	-1	209	-16	-1	-1	292	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x2000414F	0x0000	"EOR"
"spob"	572	"Isled"	0	0	87	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	573	"Omm"	0	0	66	1000	0	0	0	0	-1	-1	-1	-1	-1	209	0	-1	-1	292	7005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00100003	0x0000	"EOR"
"spob"	574	"Iothe Prime"	0	0	68	3000	3	30	35	15	-1	-1	-1	-1	-1	209	-8	-1	-1	292	2005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4201414F	0x0000	"EOR"
"spob"	575	"UE Listening Post 2Q"	0	0	89	0	0	0	0	0	-1	-1	-1	-1	-1	196	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000031	0x0000	"EOR"
"spob"	576	"F-6111"	0	0	87	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	577	"Freeport"	-75	-100	90	3000	3	30	35	40	-1	-1	-1	-1	-1	200	16	-1	-1	291	4005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4044025F	0x0000	"EOR"
"spob"	578	"F-2795"	0	0	86	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	579	"Gorky"	0	0	74	2000	2	30	35	40	-1	-1	-1	-1	-1	200	16	-1	-1	291	3005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x2042044F	0x0000	"EOR"
"spob"	580	"Paaren"	0	0	66	2000	2	10	15	30	-1	-1	-1	-1	-1	196	-1	-1	-1	278	2005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x2214004F	0x0000	"EOR"
"spob"	581	"Paaren Station"	-75	-75	90	4000	4	10	20	30	-1	-1	-1	-1	-1	196	-1	-1	-1	278	2005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000055	0x0000	"EOR"
"spob"	582	"Isled Station"	75	-75	92	3000	3	15	20	-1	-1	-1	-1	-1	-1	197	1	-1	-1	280	1605	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0000001D	0x0000	"EOR"
"spob"	583	"Huron"	0	0	71	2000	2	30	15	35	-1	-1	-1	-1	-1	209	-4	-1	-1	292	2505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4220214F	0x0000	"EOR"
"spob"	584	"Emalghia"	0	0	80	1000	1	80	15	-1	-1	-1	-1	-1	-1	218	0	-1	-1	309	1305	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4240424F	0x0000	"EOR"
"spob"	585	"Lmeito"	-100	0	97	1000	0	0	0	0	-1	-1	-1	-1	-1	218	0	-1	-1	309	1102	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x22402403	0x0000	"EOR"
"spob"	586	"Gurado"	-101	65	98	1000	1	80	15	-1	-1	-1	-1	-1	-1	218	64	-1	-1	309	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x02000047	0x0000	"EOR"
"spob"	587	"Ekiup"	0	0	76	2000	2	15	20	-1	-1	-1	-1	-1	-1	197	4	-1	-1	280	1804	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000005	0x0000	"EOR"
"spob"	588	"Gemilor"	0	0	82	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	589	"Krotun"	400	-250	84	2000	2	15	20	-1	-1	-1	-1	-1	-1	197	4	-1	-1	280	1606	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	590	"Lelint"	-275	350	88	3000	3	15	20	25	-1	-1	-1	-1	-1	197	4	-1	-1	280	1955	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0000004D	0x0000	"EOR"
"spob"	591	"Fu"	-200	425	96	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	592	"F-4073"	0	0	82	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	593	"Monglek"	-75	75	98	2000	2	15	20	-1	-1	-1	-1	-1	-1	197	8	-1	-1	280	2004	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000005	0x0000	"EOR"
"spob"	594	"Ekiup Station"	-75	-75	92	2000	2	15	20	-1	-1	-1	-1	-1	-1	197	4	-1	-1	279	1604	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000055	0x0000	"EOR"
"spob"	595	"Isled"	0	0	87	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	596	"Isled Station"	75	-75	92	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000031	0x0000	"EOR"
"spob"	597	"Outpost Theta"	0	0	89	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000031	0x0000	"EOR"
"spob"	598	"Grenits"	0	0	88	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	599	"Outpost Omicron"	-75	75	89	1000	1	10	15	30	-1	-1	-1	-1	-1	204	0	-1	-1	275	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40400457	0x0000	"EOR"
"spob"	600	"Gualon"	0	0	67	3000	3	15	20	25	-1	-1	-1	-1	-1	197	8	-1	-1	280	3004	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0000004D	0x0000	"EOR"
"spob"	601	"Ekiup"	0	0	86	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	602	"Ghammol Station"	-75	-75	92	2000	2	15	80	-1	-1	-1	-1	-1	-1	218	32	-1	-1	309	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40400457	0x0000	"EOR"
"spob"	603	"Gemilor"	0	0	82	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	604	"Emalghia"	0	0	80	1000	1	80	15	-1	-1	-1	-1	-1	-1	218	0	-1	-1	309	1405	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4240424F	0x0000	"EOR"
"spob"	605	"Lmeito"	-100	0	97	1000	0	0	0	0	-1	-1	-1	-1	-1	218	0	-1	-1	309	1102	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x22402403	0x0000	"EOR"
"spob"	606	"Gurado"	-101	65	98	2000	2	80	15	-1	-1	-1	-1	-1	-1	218	64	-1	-1	309	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	607	"New Alcatraz"	0	0	98	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	10061	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	608	"Gualon Station"	75	75	92	1000	-1	0	0	0	-1	-1	-1	-1	-1	197	4096	-1	-1	280	1504	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000011	0x0000	"EOR"
"spob"	609	"Yandros"	0	0	78	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	610	"Outpost Gamma"	-75	-75	96	1000	1	10	15	30	-1	-1	-1	-1	-1	196	0	-1	-1	276	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	611	"F-6104"	-400	-150	85	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	612	"F-453"	300	150	78	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	613	"Obron"	0	0	74	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	614	"Outpost Sigma"	75	75	92	1000	1	10	15	30	-1	-1	-1	-1	-1	204	0	-1	-1	275	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40400457	0x0000	"EOR"
"spob"	615	"F-1119"	0	0	88	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	616	"Krotun"	400	-250	84	1000	-1	0	0	0	-1	-1	-1	-1	-1	207	0	-1	-1	314	1155	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x42421443	0x0000	"EOR"
"spob"	617	"Lelint"	-275	350	88	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	618	"Fu"	-200	425	96	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	619	"Liadon"	0	0	67	3000	3	15	20	25	-1	-1	-1	-1	-1	207	0	-1	-1	314	2004	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x21004147	0x0000	"EOR"
"spob"	620	"Liadon Station"	75	75	92	1000	-1	0	0	0	-1	-1	-1	-1	-1	207	0	-1	-1	314	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000011	0x0000	"EOR"
"spob"	621	"Voina"	0	0	75	4000	4	15	20	25	-1	-1	-1	-1	-1	197	64	-1	-1	279	9005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	622	"Borb Station"	40	-115	92	4000	4	15	20	25	-1	-1	-1	-1	-1	197	128	-1	-1	280	5005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000059	0x0000	"EOR"
"spob"	623	"Kelmaon"	0	0	83	1000	0	-1	-1	-1	-1	-1	-1	-1	-1	218	0	-1	-1	309	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40401403	0x0000	"EOR"
"spob"	624	"Blaga"	0	0	68	5000	5	85	45	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	2004	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20210247	0x0000	"EOR"
"spob"	625	"Mira"	0	0	73	7000	7	45	50	85	-1	-1	-1	-1	-1	198	0	-1	-1	315	9005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x2221224F	0x0000	"EOR"
"spob"	626	"F-21"	0	0	88	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	627	"F-9012"	0	0	86	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	628	"Outpost Zachit"	120	55	100	3000	3	85	-1	-1	-1	-1	-1	-1	-1	220	0	-1	-1	321	1804	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20440457	0x0000	"EOR"
"spob"	629	"F-696"	0	0	82	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	630	"Himgro"	-80	-60	97	6000	6	45	85	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	2604	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20102247	0x0000	"EOR"
"spob"	631	"F-3266"	0	0	81	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	632	"F-9397"	0	0	75	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	633	"F-985"	0	0	83	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	634	"F-1357"	0	0	66	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	635	"F-4246"	0	0	78	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	636	"S-8502"	-50	120	98	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	637	"F-624"	0	0	83	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	638	"F-6572"	0	0	87	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	639	"S-1872"	0	-120	94	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	640	"S-7984"	90	-40	97	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	641	"F-4916"	0	0	80	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	642	"F-9761"	500	-400	88	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	643	"F-1090"	-200	600	85	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	644	"F-7038"	0	0	79	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	645	"Kalnnas-4"	0	0	81	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	646	"Tmidran"	0	0	72	1000	0	0	0	0	-1	-1	-1	-1	-1	220	0	-1	-1	321	1204	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x10020203	0x0000	"EOR"
"spob"	647	"Garn"	0	0	78	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	648	"Poch"	0	0	76	4000	4	45	-1	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	1804	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x10020243	0x0000	"EOR"
"spob"	649	"Zanata"	0	0	82	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	650	"Zanati Refinery"	-90	60	100	2000	2	85	-1	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20022157	0x0000	"EOR"
"spob"	651	"Kirrim Prime"	0	0	77	1000	0	0	0	0	-1	-1	-1	-1	-1	198	0	-1	-1	315	1062	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000041	0x0000	"EOR"
"spob"	652	"Kitrak"	0	0	70	6000	6	45	85	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	3005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4102404F	0x0000	"EOR"
"spob"	653	"Priato"	0	0	86	0	0	0	0	0	-1	-1	-1	-1	-1	196	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	654	"Station Pybin"	-60	-55	100	6000	6	45	85	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x2002415F	0x0000	"EOR"
"spob"	655	"Leiton"	0	0	69	4000	4	85	-1	-1	-1	-1	-1	-1	-1	198	0	-1	-1	315	2004	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00010047	0x0000	"EOR"
"spob"	656	"Turag"	0	0	80	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	657	"Dewe-2"	0	0	81	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	658	"Hirith"	0	0	86	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	659	"F-9693"	0	0	83	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	660	"Raieg Prime"	0	0	79	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	661	"F-2905"	0	0	84	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
