"Format"	"EVNEW text 1.0.1"
"Created by"	"EVNEW Public Beta 1.0.2"
"Number of resources"	1032

"Resource Type"	"ID"	"Name"	"Cash"	"Ship Type"	"System 1"	"System 2"	"System 3"	"System 4"	"Government 1"	"Status 1"	"Government 2"	"Status 2"	"Government 3"	"Status 3"	"Government 4"	"Status 4"	"Combat Rating"	"Intro Pict 1"	"Intro Pict 2"	"Intro Pict 3"	"Intro Pict 4"	"Pict Delay 1"	"Pict Delay 2"	"Pict Delay 3"	"Pict Delay 4"	"Intro Text"	"On Start"	"Start Day"	"Start Month"	"Start Year"	"Date Prefix"	"Date Suffix"	"Flags"	"End-of-resource"
"char"	128	".Trader"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	8200	-1	-1	-1	45	-1	-1	-1	20000	""	29	4	2248	""	""	0x0001	"EOR"

"Resource Type"	"ID"	"Name"	"Width"	"Height"	"BPP"	"Icon Filename"	"Mask Filename"	"End-of-resource"
"cicn"	1000	""	8	8	4	"Cicns\\cicn1000.bmp"	"Cicns\\cicnmask1000.bmp"	"EOR"
"cicn"	1001	""	16	16	4	"Cicns\\cicn1001.bmp"	"Cicns\\cicnmask1001.bmp"	"EOR"
"cicn"	1002	""	24	24	4	"Cicns\\cicn1002.bmp"	"Cicns\\cicnmask1002.bmp"	"EOR"
"cicn"	1003	""	32	32	4	"Cicns\\cicn1003.bmp"	"Cicns\\cicnmask1003.bmp"	"EOR"
"cicn"	1004	""	40	40	4	"Cicns\\cicn1004.bmp"	"Cicns\\cicnmask1004.bmp"	"EOR"
"cicn"	1005	""	48	48	4	"Cicns\\cicn1005.bmp"	"Cicns\\cicnmask1005.bmp"	"EOR"
"cicn"	1006	""	40	40	4	"Cicns\\cicn1006.bmp"	"Cicns\\cicnmask1006.bmp"	"EOR"
"cicn"	1007	""	32	32	4	"Cicns\\cicn1007.bmp"	"Cicns\\cicnmask1007.bmp"	"EOR"
"cicn"	1008	""	8	8	4	"Cicns\\cicn1008.bmp"	"Cicns\\cicnmask1008.bmp"	"EOR"
"cicn"	1009	""	16	16	4	"Cicns\\cicn1009.bmp"	"Cicns\\cicnmask1009.bmp"	"EOR"
"cicn"	1010	""	24	24	4	"Cicns\\cicn1010.bmp"	"Cicns\\cicnmask1010.bmp"	"EOR"
"cicn"	1011	""	32	32	4	"Cicns\\cicn1011.bmp"	"Cicns\\cicnmask1011.bmp"	"EOR"
"cicn"	1012	""	40	40	4	"Cicns\\cicn1012.bmp"	"Cicns\\cicnmask1012.bmp"	"EOR"
"cicn"	1013	""	48	48	4	"Cicns\\cicn1013.bmp"	"Cicns\\cicnmask1013.bmp"	"EOR"
"cicn"	1014	""	40	40	4	"Cicns\\cicn1014.bmp"	"Cicns\\cicnmask1014.bmp"	"EOR"
"cicn"	1015	""	32	32	4	"Cicns\\cicn1015.bmp"	"Cicns\\cicnmask1015.bmp"	"EOR"

"Resource Type"	"ID"	"Name"	"X Position"	"Y Position"	"X Size"	"Y Size"	"Active On"	"On Explore"	"End-of-resource"
"nebu"	128	"Ji Nebula"	-300	-400	180	180	""	""	"EOR"
"nebu"	129	"Proxima Nebula"	15	120	180	180	""	""	"EOR"
"nebu"	130	"North Tip Asteroid belt"	10	-475	360	180	""	""	"EOR"

"Resource Type"	"ID"	"Name"	"Stellar"	"Commodity"	"Price Change"	"Duration"	"Random"	"Active On"	"End-of-resource"
"oops"	128	"Paaren station news"	-2	-1	0	30	0	"b5"	"EOR"
"oops"	129	"UE Cruiser news"	-2	-1	0	30	0	"b6"	"EOR"
"oops"	130	"Huron news"	-2	-1	0	30	0	"b12"	"EOR"
"oops"	131	"Avann offensive news"	-2	-1	0	30	0	"b13"	"EOR"
"oops"	132	"Obron offensive news"	-2	-1	0	30	0	"b14"	"EOR"
"oops"	133	"Miranu treaty news"	-2	-1	0	30	0	"b8"	"EOR"
"oops"	134	"The Rock news"	-2	-1	0	30	0	"b143"	"EOR"
"oops"	135	"NPD news"	-2	-1	0	30	0	"b159"	"EOR"
"oops"	136	"New Calcutta news"	-2	-1	0	20	0	"b169"	"EOR"
"oops"	137	"Ski Resort news"	-2	-1	0	20	0	"b147"	"EOR"
"oops"	138	"Outpost Zachit news"	-2	-1	0	25	0	"b195"	"EOR"
"oops"	139	"Council news"	-2	-1	0	50	0	"b213"	"EOR"
"oops"	140	"A recession"	377	1	-250	14	3	"!b1008"	"EOR"
"oops"	141	"A serious drought"	376	0	100	28	3	"!b1008"	"EOR"
"oops"	142	"A large quantity of skulls"	350	3	-200	14	2	"!b1008"	"EOR"
"oops"	143	"A successful raider"	344	3	500	14	2	"!b1008"	"EOR"
"oops"	144	"A Zidagar offensive"	358	2	200	14	3	"!b1008"	"EOR"
"oops"	145	"An Igadzra offensive"	324	2	200	7	4	"!b1008"	"EOR"
"oops"	146	"An enormous food surplus"	359	0	-60	14	5	"!b1008"	"EOR"
"oops"	147	"An incredible harvest"	322	0	-50	28	2	"!b1008"	"EOR"
"oops"	148	"A manufacturing surplus"	306	1	-100	7	4	"!b1008"	"EOR"
"oops"	149	"Industrial expansion"	304	1	150	14	2	"!b1008"	"EOR"
"oops"	150	"A massive brawl"	276	2	400	7	10	"!b1008"	"EOR"
"oops"	151	"A new invention"	264	5	-100	21	3	"!b1008"	"EOR"
"oops"	152	"A bizarre training accident"	238	2	400	7	4	"!b1008"	"EOR"
"oops"	153	"Decreased demand"	235	1	-200	28	1	"!b1008"	"EOR"
"oops"	154	"Increased demand"	234	5	300	28	1	"!b1008"	"EOR"
"oops"	155	"The jubilant workforce"	229	5	-150	7	3	"!b1008"	"EOR"
"oops"	156	"Constant celebration"	226	3	500	14	3	"!b1008"	"EOR"
"oops"	157	"A Voinian attack"	194	5	250	7	4	"!b1008"	"EOR"
"oops"	158	"A supply shortfall"	170	0	100	7	5	""	"EOR"
"oops"	159	"Extreme boredom"	189	3	800	14	2	""	"EOR"
"oops"	160	"Renegade extortion"	184	3	250	7	2	""	"EOR"
"oops"	161	"An excessive renegade incursion"	181	5	100	14	2	""	"EOR"
"oops"	162	"An excessive renegade incursion"	180	4	50	14	2	""	"EOR"
"oops"	163	"The tourist season"	158	3	180	21	1	""	"EOR"
"oops"	164	"A new influx of colonists"	157	0	200	14	2	""	"EOR"
"oops"	165	"A new outbreak of plague"	154	2	300	14	1	""	"EOR"
"oops"	166	"An efficiency drive"	153	1	-80	7	3	""	"EOR"
"oops"	167	"A logistical problem"	148	5	200	7	5	""	"EOR"
"oops"	168	"A major pollution scare"	128	1	120	7	2	""	"EOR"
"oops"	169	"A good harvest"	258	0	-40	14	10	"!b1008"	"EOR"
"oops"	170	"A strike by monks"	183	2	250	28	1	""	"EOR"
"oops"	171	"A shortage of Munb leaves"	240	2	300	14	2	"!b1008"	"EOR"
"oops"	172	"Toxic rainfall"	364	2	500	4	1	"!b1008"	"EOR"
"oops"	173	"A mining accident"	152	2	600	7	5	""	"EOR"
"oops"	174	"A volcanic eruption"	355	2	600	7	5	"!b1008"	"EOR"
"oops"	175	"The discovery of a new vein of ore"	134	4	-100	7	15	""	"EOR"
"oops"	176	"A bumper harvest"	129	0	-50	28	5	""	"EOR"
"oops"	177	"A Voinian offensive"	136	2	500	7	3	""	"EOR"
"oops"	178	"A Voinian offensive"	138	2	200	7	3	""	"EOR"
"oops"	179	"A Voinian offensive"	143	2	500	7	3	""	"EOR"

"Resource Type"	"ID"	"Name"	"Display Weight"	"Mass"	"Tech Level"	"Mod Type 1"	"Mod Value 1"	"Mod Type 2"	"Mod Value 2"	"Mod Type 3"	"Mod Value 3"	"Mod Type 4"	"Mod Value 4"	"Max Count"	"Cost"	"Item Class"	"Scan Mask"	"Buy Random"	"Availability"	"On Purchase"	"On Sell"	"Contribute Bits"	"Require Bits"	"Short Name"	"Lower Case Name"	"Lower Case Plural Name"	"Requirments Government"	"Flags"	"End-of-resource"
"spob"	327	"Vuna"	80	100	30	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	328	"Kelmaon"	0	0	18	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	329	"Plogoki"	0	0	17	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	330	"Outpost Plogok"	75	-75	26	3000	3	85	50	-1	-1	-1	-1	-1	-1	144	16	-1	-1	169	1404	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40400457	0x0000	"EOR"
"spob"	331	"Neholl"	0	0	9	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	0	-1	-1	169	1105	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20000003	0x0000	"EOR"
"spob"	332	"Vastan IV"	0	0	28	6000	6	50	55	85	-1	-1	-1	-1	-1	144	32	10021	-1	169	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	333	"Tazs"	0	0	12	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	334	"Outpost Vargien"	-85	-85	26	3000	3	50	65	85	-1	-1	-1	-1	-1	145	64	-1	-1	172	1123	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x24420457	0x0000	"EOR"
"spob"	335	"Innor"	0	0	4	6000	6	50	65	85	-1	-1	-1	-1	-1	145	32	-1	-1	172	1363	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4040044F	0x0000	"EOR"
"spob"	336	"Lapsin"	0	0	8	2000	2	85	65	-1	-1	-1	-1	-1	-1	145	4	-1	-1	171	1404	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20212047	0x0000	"EOR"
"spob"	337	"Azdgari"	0	0	16	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	338	"Dames"	50	-50	33	1000	1	50	60	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4400004B	0x0000	"EOR"
"spob"	339	"Xarnes"	15	90	32	6000	6	60	85	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00004447	0x0000	"EOR"
"spob"	340	"Veltes"	-120	35	30	7000	7	50	85	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00040447	0x0000	"EOR"
"spob"	341	"Hoot"	0	0	32	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	10009	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	342	"Crescent Station"	0	0	26	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000031	0x0000	"EOR"
"spob"	343	"Molar"	0	0	13	3000	3	85	-1	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	1404	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00040247	0x0000	"EOR"
"spob"	344	"Dirach"	0	0	3	3000	3	50	85	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	2005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x12020007	0x0000	"EOR"
"spob"	345	"Toiy"	0	0	14	1000	-1	0	0	0	-1	-1	-1	-1	-1	146	0	-1	-1	154	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00201403	0x0000	"EOR"
"spob"	346	"Meagh"	0	0	5	2000	2	85	-1	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	1205	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20000007	0x0000	"EOR"
"spob"	347	"Chaka IV"	0	0	23	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	348	"Morin"	80	-65	31	3000	3	50	85	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	1355	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x04400447	0x0000	"EOR"
"spob"	349	"Kirrim Prime"	0	0	12	1000	-1	0	0	0	-1	-1	-1	-1	-1	130	0	-1	-1	168	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000041	0x0000	"EOR"
"spob"	350	"Kayia"	0	0	9	5000	5	50	85	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	175	3005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x14210447	0x0000	"EOR"
"spob"	351	"South Tip Station"	75	75	26	6000	6	50	85	-1	-1	-1	-1	-1	-1	155	0	-1	-1	175	2005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0000005D	0x0000	"EOR"
"spob"	352	"Malago III"	0	0	23	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	353	"Igadzra"	0	0	1	7000	7	50	65	85	-1	-1	-1	-1	-1	145	16	-1	-1	187	20005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0000004D	0x0000	"EOR"
"spob"	354	"Histiri Station"	0	0	26	6000	6	50	85	-1	-1	-1	-1	-1	-1	158	16	-1	-1	190	3005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40440457	0x0000	"EOR"
"spob"	355	"Bakoom"	0	0	7	3000	3	85	-1	-1	-1	-1	-1	-1	-1	155	0	-1	-1	175	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x04201007	0x0000	"EOR"
"spob"	356	"Notil"	0	0	15	1000	-1	0	0	0	-1	-1	-1	-1	-1	145	1	-1	-1	172	1062	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x21004003	0x0000	"EOR"
"spob"	357	"Marok"	0	0	17	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	358	"Pimre Station"	50	-65	26	3000	3	50	85	65	-1	-1	-1	-1	-1	145	32	-1	-1	172	1483	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00400457	0x0000	"EOR"
"spob"	359	"Ragni"	0	0	11	1000	-1	0	0	0	-1	-1	-1	-1	-1	145	4	-1	-1	172	1183	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x14022003	0x0000	"EOR"
"spob"	360	"Outpost Rai"	-80	-100	26	3000	3	50	60	85	-1	-1	-1	-1	-1	146	8	-1	-1	154	2005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000055	0x0000	"EOR"
"spob"	361	"Raia VII"	0	0	19	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	362	"Hrinix"	0	0	0	1000	-1	0	0	0	-1	-1	-1	-1	-1	155	0	-1	-1	175	1284	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x10402003	0x0000	"EOR"
"spob"	363	"Siqwe Prime"	0	0	22	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	364	"Giniz"	0	0	12	6000	6	50	65	85	-1	-1	-1	-1	-1	145	8	-1	-1	172	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20124147	0x0000	"EOR"
"spob"	365	"Nugh"	65	-65	32	1000	-1	0	0	0	-1	-1	-1	-1	-1	145	0	-1	-1	171	1042	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00002003	0x0000	"EOR"
"spob"	366	"Diumin"	0	0	31	4000	4	85	-1	-1	-1	-1	-1	-1	-1	146	0	10013	-1	154	1755	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00040447	0x0000	"EOR"
"spob"	367	"Elridi"	0	0	22	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	368	"Mordus II"	0	0	15	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	369	"Station Raelion"	-75	75	26	4000	4	85	65	-1	-1	-1	-1	-1	-1	145	16	-1	-1	172	1153	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	370	"Novitia"	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	371	"Neslaut"	0	0	28	7000	7	50	85	-1	-1	-1	-1	-1	-1	158	24	10021	-1	190	4505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0044044F	0x0000	"EOR"
"spob"	372	"Reban IV"	0	0	5	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	373	"Plame"	0	0	8	1000	-1	0	0	0	-1	-1	-1	-1	-1	145	64	-1	-1	172	1062	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000001	0x0000	"EOR"
"spob"	374	"Pewit"	-50	-50	29	6000	6	50	65	85	-1	-1	-1	-1	-1	145	1	-1	-1	172	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40004047	0x0000	"EOR"
"spob"	375	"Croo"	50	50	29	1000	-1	50	65	-1	-1	-1	-1	-1	-1	145	1	-1	-1	172	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x0400024B	0x0000	"EOR"
"spob"	376	"Motif"	0	0	10	2000	2	85	65	-1	-1	-1	-1	-1	-1	145	4	-1	-1	172	1183	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40221047	0x0000	"EOR"
"spob"	377	"Tibidat"	0	0	1	5000	5	50	85	-1	-1	-1	-1	-1	-1	155	-8	-1	-1	175	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4224204F	0x0000	"EOR"
"spob"	378	"Groned"	0	0	14	1000	-1	50	-1	-1	-1	-1	-1	-1	-1	155	-32	-1	-1	175	1122	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000041	0x0000	"EOR"
"spob"	379	"Hindros"	0	0	3	3000	3	85	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	175	1404	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x22010007	0x0000	"EOR"
"spob"	380	"Unos III"	0	0	18	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	381	"Obutes"	85	-25	29	5000	5	50	85	-1	-1	-1	-1	-1	-1	155	-4	-1	-1	175	1755	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000045	0x0000	"EOR"
"spob"	382	"F-2795"	0	0	21	1000	-1	85	0	0	-1	-1	-1	-1	-1	159	0	-1	-1	168	1084	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000041	0x0000	"EOR"
"spob"	383	"F-1314"	0	0	16	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	384	"F-1997"	500	-250	17	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	385	"F-8364"	-150	450	23	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	386	"S-570"	-125	325	31	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	387	"S-8216"	-225	525	30	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	388	"F-25"	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	389	"F-6392"	0	0	12	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	390	"F-7264"	0	0	15	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	391	"F-5001"	0	0	18	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	392	"S-1119"	75	75	32	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	393	"New Tokyo"	400	-400	14	2000	2	10	15	30	-1	-1	-1	-1	-1	128	-1	-1	-1	131	1505	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x4102414F	0x0000	"EOR"
"spob"	394	"New Calcutta"	-400	400	19	1000	0	0	0	0	-1	-1	-1	-1	-1	128	0	-1	-1	131	1255	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x20000003	0x0000	"EOR"
"spob"	395	"F-6572"	0	0	22	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	396	"S-1872"	0	-120	29	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	397	"S-7984"	90	-40	32	6000	6	85	60	-1	-1	-1	-1	-1	-1	146	0	-1	-1	154	3005	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x40400447	0x0000	"EOR"
"spob"	398	"Raieg Prime"	0	0	14	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000020	0x0000	"EOR"
"spob"	399	"Garit"	-80	-100	31	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	400	"Gruzi"	0	0	21	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
"spob"	401	"Verril Prime"	0	0	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	""	""	0	0	-1	0	-1	0	-1	""	""	0x00000021	0x0000	"EOR"
