"Format"	"EVNEW text 1.0.1"
"Created by"	"EVNEW Public Beta 1.0.2"
"Number of resources"	1719

"Resource Type"	"ID"	"Name"	"Text"	"Graphics"	"Movie File"	"Flags"	"End-of-resource"
"desc"	367	"Elridi"	"Another barren planet."	-1	""	0x0000	"EOR"
"desc"	369	"Station Raelion"	"This remote Igadzra station represents a token effort to bring Azdgari raiders to some sort of confrontation."	-1	""	0x0000	"EOR"
"desc"	370	"Novita"	"Oddly the Igadzra have not colonised this world, nor have they allowed any Strandless to do so. You wonder why."	-1	""	0x0000	"EOR"
"desc"	371	"Neslaut"	"This small world is riddled with tunnels, in the depths of which dozens of renegade vessels are docked."	-1	""	0x0000	"EOR"
"desc"	372	"Reban IV"	"A desert world, devoid of life."	-1	""	0x0000	"EOR"
"desc"	373	"Plame"	"This small Igadzra colony consists of many small buildings which are spread all across the world. Every so often a massive gout of flame shoots up from one of the little huts. Odd."	-1	""	0x0000	"EOR"
"desc"	374	"Pewit"	"Pewit, and its twin world of Croo, have between them all the necessary resources for building Igadzra ships. Unfortunately the inhabitants of the two worlds have this strange and total suspicion, or alternatively hatred, of one another, and for the most part refuse to work together."	-1	""	0x0000	"EOR"
"desc"	375	"Croo"	"Croo, and its twin world of Pewit, have between them all the necessary resources for building Igadzra ships. Unfortunately the inhabitants of the two worlds have this strange and total suspicion, or alternatively hatred, of one another, and for the most part refuse to work together."	-1	""	0x0000	"EOR"
"desc"	376	"Motif"	"Motif has one season - summer, and a hot summer at that. How and why its inhabitants manage to relentlessly pursue their existance in such a place is unfathomable to you."	-1	""	0x0000	"EOR"
"desc"	377	"Tibidat"	"Tibidat is a world of contrasts; the squalid dwellings of the newly-exiled are dwarfed by the residences of those few Strandless who, by whatever means, attain some degree of prosperity."	-1	""	0x0000	"EOR"
"desc"	378	"Groned"	"This world is firmly under the heel of the renegades, all its surplus produce going to them."	-1	""	0x0000	"EOR"
"desc"	379	"Hindros"	"This colony was set up an age ago by a group of idealists who went into self-enforced exile, wishing to escape the, then just beginning, Strand War. These idealists suffered just like everyone else, however, when the power of the renegades grew."	-1	""	0x0000	"EOR"
"desc"	381	"Obutes"	"The inhabitants of this moon are dedicated to cleansing the South Tip of renegades - starting with those in their own system, of course."	-1	""	0x0000	"EOR"
"desc"	382	"F-2795"	"A barren planet hidden deep in the Proxima Nebula, which is now the base for a mysterious Miranu scientific testing operation."	-1	""	0x0000	"EOR"
"desc"	383	"F-1314"	"This is a world of corrosive rains and choking dust storms."	-1	""	0x0000	"EOR"
"desc"	384	"F-1997"	"You are careful not to stay too long on this planet for fear the atmosphere will corrode your hull away."	-1	""	0x0000	"EOR"
"desc"	386	"S-570"	"This eminently habitable moon is devoid of any life larger than a rabbit."	-1	""	0x0000	"EOR"
"desc"	387	"S-8216"	"This moon passes regularly through F-8364's rings in its elliptical orbits, being bombarded as if by hailstones whenever it does so."	-1	""	0x0000	"EOR"
"desc"	388	"F-25"	"As you admire this beautiful world you marvel that such a place can exist in such a remote, bizarre area of space and at such distance from your home."	-1	""	0x0000	"EOR"
"desc"	389	"F-6392"	"A frozen world."	-1	""	0x0000	"EOR"
"desc"	390	"F-7264"	"This world is home to a wide variety of bizarre life-forms."	-1	""	0x0000	"EOR"
"desc"	392	"S-1119"	"The oceans of this little moon would not be as pleasant to swim in as they might appear."	-1	""	0x0000	"EOR"
"desc"	393	"New Tokyo"	"New Tokyo is a major industrial world, renowned for high productivity, quality and efficiency. New Tokyo's factories supply a lot of vital equipment to newly-colonised planets, and the planet's shipyards construct a considerable proportion of civilian human vessels."	-1	""	0x0000	"EOR"
"desc"	394	"New Calcutta"	"Soon after it was colonised, New Calcutta was struck by a mysterious and deadly disease. Fortunately, thanks to the medical expertise of Miranu doctors from Himgro, a cure has been found. New Calcutta remains a minor colony world for the time being, barely surviving. However, at least it now has hope."	-1	""	0x0000	"EOR"
"desc"	395	"F-6572"	"A perfectly ordinary world."	-1	""	0x0000	"EOR"
"desc"	396	"S-1872"	"This is one of a pair of quite habitable seeming moons in this system."	-1	""	0x0000	"EOR"
"desc"	397	"S-7984"	"This is one of a pair of quite habitable seeming moons in this system. This particular moon also happens to be the location of a hidden Azdgari base. For as long as it remains undetected, you and the other members of this task force are making constant raids on enemy forces in the area."	-1	""	0x0000	"EOR"
"desc"	399	"Garit"	"This unremarkable moon features an abandoned and thoroughly demolished base, littered with the corpses of those busy looting it when it was blown up."	-1	""	0x0000	"EOR"
"desc"	400	"Gruzi"	"A rocky world with a craterous surface."	-1	""	0x0000	"EOR"
"desc"	401	"Verril Prime"	"This once pleasant UE colony world has been twice marred by a Voinian bombardment. Perhaps eventually settlers will trickle back here again."	-1	""	0x0000	"EOR"
"desc"	402	"Gorky"	"The world of Gorky once had a single human settlement; now nothing but ruins and wreckage remain."	-1	""	0x0000	"EOR"
"desc"	403	"F-9012"	"This world is marked with centuries of asteroid impacts, which have recently been added to by the impacts of parts of a station which, until recently, orbited the planet."	-1	""	0x0000	"EOR"
"desc"	404	"Diumin"	"This little world, once an Azdgari base, was hit by a surprise Zidagar attack, and its atmosphere transformed into toxic poison."	-1	""	0x0000	"EOR"
"desc"	3000	"Blaze Cannon"	"The Blaze cannon is a surprisingly good weapon considering how quickly it was originally developed and rushed into production. It boasts an extremely high rate of fire and is reasonably powerful. On the other hand its range is limited and it is inaccurate."	-1	""	0x0000	"EOR"
"desc"	3001	"Blaze Turret"	"This free-rotating turret mounts twin blaze cannons which alternate fire. With a large number of these weapons, the resulting weight of fire can be such that, due to the high-velocity and the blaze burst's core physical component, small incoming vessels can be stopped in their tracks."	-1	""	0x0000	"EOR"
"desc"	3002	"Rocket Launcher"	"This simple but effective weapon is originally a Voinian weapon, but, being so technologically simple, was captured and copied by human forces early in the Voinian war."	-1	""	0x0000	"EOR"
"desc"	3003	"Rocket"	"The ammunition for the rocket launcher is simply an unguided, explosive-packed rocket which powers itself straight forward after launch."	-1	""	0x0000	"EOR"
"desc"	3004	"Hunter Missile Launcher"	"The Hunter missile launcher is a human design based upon the Voinian rocket launcher. Though the guidance system is primitive this weapon was another factor that helped turn the tide of the Voinian war."	-1	""	0x0000	"EOR"
"desc"	3005	"Hunter Missile"	"Hunter missiles simply replace a considerable portion of a conventional rocket's explosive with a guidance system, extra fuel and some turning capability."	-1	""	0x0000	"EOR"
"desc"	3006	"Neutron Cannon"	"The neutron cannon is the standard weapon for Voinian fighters. It is much more powerful than the blaze cannon and has a longer range."	-1	""	0x0000	"EOR"
"desc"	3007	"Neutron Turret"	"The neutron turret is a vital weapon to the Voinian fleet. With good range, high accuracy, reasonable rate of fire and high damage rating it maintains, for the moment, Voinian superiority in this realm."	-1	""	0x0000	"EOR"
"desc"	3009	"Voinian Heavy Fighter"	"The Voinian Heavy Fighter is carried as standard by the Voinian Cruiser."	-1	""	0x0000	"EOR"
"desc"	3011	"UE Fighter"	"This ship-based version of the UE Fighter is slightly cheaper than the ordinary version due to the fact that certain features required for independent vessels - sensors, for instance and large hyperspace fuel tanks - are not required by ships carried in a bay. If necessary, the fighter can refuel from their mothership, and their simple sensors are slaved through those of the command vessel."	-1	""	0x0000	"EOR"
"desc"	3012	"Dospect Armour"	"Dospect armour is the armour used by the Voinian Supply Ships and Fighters, and is popular in this additional layer form amongst many Voinian captains."	-1	""	0x0000	"EOR"
"desc"	3013	"Bronev Plating"	"Of a density and sophistication other races can only dream of, armour of this type is used as standard by Voinian warships."	-1	""	0x0000	"EOR"
"desc"	3014	"Needle Jammer"	"The Needle Jammer, field-tested and recommended by a well-known mercenary captain, is guaranteed to protect you from renegade needle fire."	-1	""	0x0000	"EOR"
"desc"	3015	"Rocket Turret"	"The Rocket Turret is a relatively new Voinian development in an attempt to improve their warships hitting power. The rocket turret has a wider arc of fire than the standard rocket launcher, but, unfortunately, has to use slightly different ammunition."	-1	""	0x0000	"EOR"
"desc"	3016	"Turreted Rocket"	"Ammunition for the rocket turret. These rockets are slightly modified and streamlined to help adjust for being launched from the swivelling launcher."	-1	""	0x0000	"EOR"
"desc"	3018	"Plasma Siphon"	"The ingenious Igadzra plasma siphon makes use of a waste product of space-ship engines by igniting it, producing deadly clouds of plasma which can be directed, roughly, at nearby vessels. This product is not environmentally friendly."	-1	""	0x0000	"EOR"
"desc"	3020	"Krait Fighter Bay"	"This Fighter Bay, fitted as standard to the Turncoat vessel, can carry up to three Krait class fighters."	-1	""	0x0000	"EOR"
"desc"	3021	"Krait"	"The Krait class fighter is an outdated vessel, too poorly equipped to match more modern ships. It can, however, be carried by any ship large enough to have a Krait fighter bay."	-1	""	0x0000	"EOR"
"desc"	3022	"Mine Layer"	"Space Mines were banned as part of the UE-Voinian 'treaty', and both sides have mostly kept to this part of the agreement. This, of course, means very little to humans who are outside UE jurisdiction. Perhaps fortunately, all good-quality space mines are of Voinian manufacture and must either be captured or retrieved. Many old space mines are still drifting around some systems - and retrieving them is highly dangerous, but profitable, work."	-1	""	0x0000	"EOR"
"desc"	3023	"Space Mines"	"Even a single space mine is extremely powerful, more than capable of destroying the majority of ships. The Voinians abandoned using them and agreed to ban them by treaty after losing, embarassingly, several capital ships to devious UE mining strategies. These days even the purchase of space mines is a serious offence that carries high penalties in UE space."	-1	""	0x0000	"EOR"
"desc"	3024	"Fake Papers"	"The shady character who offers to sell you these papers sparks your interest when he tells you they will give you a clean legal record across UE space. Then he tells you the price."	-1	""	0x0000	"EOR"
"desc"	3025	"Extra Fuel Tank"	"This fuel tank attaches to the hull of your ship and increases your fuel capacity by 100 units, enough for one additional hyperspace jump before refuelling."	-1	""	0x0000	"EOR"
"desc"	3026	"Escape Pod"	"Qualified pilots are almost as valuable a resource as ships themselves, so this device is fitted to the vessels of many governments and other organisations. Most independent pilots also use them, as they, understandably, place considerable value on their own lives. Regrettably, ship destruction insurance, available to pilots of many organisations of good repute, is not generally available to independent captains - the premiums would be way too high anyway."	-1	""	0x0000	"EOR"
"desc"	3027	"Density Scanner"	"This device is able to detect the approximate mass of any ship within range of your ship’s scanners, allowing you to differentiate between large and small ships on your radar display."	-1	""	0x0000	"EOR"
"desc"	3028	"IFF Decoder"	"This simple modification to a ship's standard sencor system allows it to differentiate between friendly, neutral and hostile ships on the scanner."	-1	""	0x0000	"EOR"
"desc"	3029	"Afterburner"	"No privateer should be without this handy add-on. By dumping raw fuel directly into your engine’s exhaust stream, the afterburner dramatically increases both your thrust and your top speed for short periods of time. However, it consumes fuel at a prodigious rate."	-1	""	0x0000	"EOR"
"desc"	3030	"Needle Launcher"	"It was rapidly discovered that the guidance system of hunter missiles was rendered useless by interference in the Proxima Nebula, this has long limited the power of the UE fleet in the region. Enterprising renegade engineers however, invented the needle missile launcher, whose ammunition, while less powerful, has far more sophisticated guidance."	-1	""	0x0000	"EOR"
"desc"	3031	"Needle Missiles"	"Needle missiles pack nowhere near as much explosive as hunter missiles or Voinian rockets and are also limited by quite a short range. This is made up for, however, by their accurate guidance."	-1	""	0x0000	"EOR"
"desc"	3032	"Sensor Upgrade"	"This upgrade will enhance your ship's sensors to help them cut through the interference often experienced on the fringes of nebula regions."	-1	""	0x0000	"EOR"
"desc"	3033	"Phase Cannon"	"The phase cannon is the primary weapon throughout the Crescent, and is used by all three of the Strands, as well as renegades and the Miranu. It has no particular exceptional qualities, but is just a highly efficient energy weapon in general."	-1	""	0x0000	"EOR"
"desc"	3034	"Rear Phase Cannon"	"This rear-firing phase cannon is popular amongst pilots of light trading vessels. While occasionally a vital form of defence, it is not a generally useful combat weapon."	-1	""	0x0000	"EOR"
"desc"	3035	"Swivel Phase Cannon"	"This modification to the phase cannon allows it to fire in a 90° arc to the front. Popular with fighter-pilots who can't be bothered to slow down to fire."	-1	""	0x0000	"EOR"
"desc"	3036	"Phase Turret"	"The phase turret is an extremely common weapon, found particularly often on freighters and, in greater quantities, on warships."	-1	""	0x0000	"EOR"
"desc"	3037	"Regional map"	"This map will automatically update your ship’s computer with information about surrounding systems up to two jumps away."	-1	""	0x0000	"EOR"
"desc"	3038	"SAD Module Launcher"	"Search And Destroy modules are vital weapons in the battles of the Crescent. They are launched in salvoes, one of which is sufficient to destroy most light vessels, and several of which can cripple the toughest of warships."	-1	""	0x0000	"EOR"
"desc"	3039	"SAD Module"	"Search And Destroy modules are renowned for their long range and dogged pursuit even of targets with ECM systems."	-1	""	0x0000	"EOR"
"desc"	3040	"Fuel Scoop"	"The fuel scoop uses high-energy magnetoscopic fields to extract charged hydrogen ions from the solar wind. It can slowly regenerate your fuel supply while in flight."	-1	""	0x0000	"EOR"
"desc"	3041	"Auto Refueller"	"This handy device automatically contacts spaceport computers and arranges for them to refuel your ship, saving you the worry. Of course, it still costs the same to top off your tanks."	-1	""	0x0000	"EOR"
"desc"	3042	"Phased Disruption Beam"	"This powerful weapon is unique to the Zidagar, and ensures that their ships remain feared by their enemies. The phased disruption beam will inflict heavy damage upon any target directly ahead. Unfortunately, use of this weapon will quite rapidly drain the ship's fuel tanks. You are warned that installation of a phased disruption beam requires that it be totally and irrevocably integrated into your ship's power distribution system - so it may never be removed."	-1	""	0x0000	"EOR"
"desc"	3043	"Azdara Bay"	"The Azdara bay operates in a different fashion to traditional fighter bays, taking up the entire lower section of the ship. The Azdaras are lowered out of the ship almost simultaneously and then released, allowing the bay to be cleared in a matter of moments."	-1	""	0x0000	"EOR"
"desc"	3044	"Azdara"	"The Azdara is the fastest and most manoeuvrable fighter in the known galaxy. Up to six can be carried in an Azdara bay and then released to swarm over the enemy."	-1	""	0x0000	"EOR"
"desc"	3045	"Strand Fighter Bay"	"This widely-used fighter bay is available throughout Crescent systems."	-1	""	0x0000	"EOR"
"desc"	3046	"Strand Fighter"	"While these fighters lack either the firepower of the Zidara or the speed of the Azdara, they make a reasonable compromise and are certainly deadly effective in comparison to the fighters of more primitive races."	-1	""	0x0000	"EOR"
"desc"	3047	"Miranu Defence System"	"The Miranu Defence system is a weapon of ingenious design but uncertain reliability. It releases groups of explosive pods to drift at random, in the hope that attacking fighters will be unable to evade them, but will collide with one or more of the pods, hopefully leaving them exposed to turret fire if not destroying them completely."	-1	""	0x0000	"EOR"
"desc"	3048	"Miranu Defence Pod"	"The masterfully designed Miranu Defence pods have direct communication links to the parent ship's shield generator, allowing them to match the frequency of their explosion to that of the parent ship's shields, so that the parent ship will be left unharmed by the pod's explosion. "	-1	""	0x0000	"EOR"
"desc"	3049	"Dispersal Rocket Launcher"	"The dispersal rocket launcher was specifically designed to eliminate marauding fighter craft, in particular Azdara class fighters (which will rapidly regenerate any shields lost to turret fire), by destroying them with, hopefully, a single shot."	-1	""	0x0000	"EOR"
"desc"	3050	"Dispersal Rockets"	"Unlike primitive rockets, which attempt to smash through any shields to reach the target ship's hull, dispersal rockets explode violently at some distance from the target, inflicting heavy damage to shields, but less to armour. This has the side effect that there is only minimal impact from a dispersal rocket hit."	-1	""	0x0000	"EOR"
"desc"	3051	"Thrust Upgrade"	"This upgrade requires that your ship's engine be enlarged considerably but will result in a marked improvement in your ship's acceleration."	-1	""	0x0000	"EOR"
"desc"	3052	"Shield Enhancer"	"These unstable devices are an engineer's nightmare, but are popular amongst many captains for the extra layers of shielding they provide."	-1	""	0x0000	"EOR"
"desc"	3053	"Zidagar Fighter Bay"	"This fighter bay carries two Zidagar variant Crescent Fighters."	-1	""	0x0000	"EOR"
"desc"	3054	"Zidagar Fighter"	"The Zidagar Fighter is a variant of the ordinary Crescent Fighter, which is armed with a Phased Disruption Beam. Two of these ships are carried by Zidara warships."	-1	""	0x0000	"EOR"
"desc"	3055	"Engine Upgrade"	"This upgrade requires that your ship's engine be enlarged considerably, but will increase your ship's top speed markedly."	-1	""	0x0000	"EOR"
"desc"	3056	"Emalgha Cannon"	"This weapon fires explosive shells with reasonable accuracy and fire rate. Luckily for the Emalgha these primitive shells are extremely effective against Voinian armour."	-1	""	0x0000	"EOR"
"desc"	3057	"Emalgha Turret"	"Turret is not a wholly accurate description of this weapon. It consists of an Emalgha Cannon on a mount which has an arc of fire of 90° to the front. These 'turrets' are commonly used by Emalgha Warships and Freighters, which can find themselves in serious trouble if attacked from behind."	-1	""	0x0000	"EOR"
"desc"	3058	"Freighter Upgrade"	"This upgrade converts much of the Emalgha Freighter's cargo space to weapon space - thus producing the Emalgha Warship. The Emalgha engineers offer to attempt to perform a similar upgrade to an alien freighter, but cannot promise perfect results. They also warn you that the process is irreversible."	-1	""	0x0000	"EOR"
"desc"	3059	"Mass Expansion"	"The mass expansion converts some cargo space to extra weapon space, though some space is lost in the process."	-1	""	0x0000	"EOR"
"desc"	3060	"Cargo Expansion"	"The cargo expansion converts some weapon space to extra cargo space, though some space is lost in the process."	-1	""	0x0000	"EOR"
"desc"	3061	"Shield Generator"	"This device increases the ship's rate of shield recharge, at a price. Theoretically, large numbers of these devices could be added to any vessel, until they could regenerate as fast as any Azdara. In practice, the extensive systems of shield capacitors possessed by larger vessels are incapable of dealing with this high circulation rate, and will rapidly overheat or even overload, explosively."	-1	""	0x0000	"EOR"
"desc"	3062	"ECM System"	"This Miranu-designed set of counter-measures systems offers protection from a variety of guided weapons."	-1	""	0x0000	"EOR"
"desc"	3063	"RCS Upgrade"	"This subtle but effective upgrade enhances the performance of your ship's turn jets."	-1	""	0x0000	"EOR"
"desc"	3064	"Azdgari Upgrade"	"The Azdgari make the most manoeuvrable ships in the known galaxy, and this upgrade, which involves the reshaping of the entire ship's hull according to the Azdgari's technological secrets, allows your ship to get a little closer to their standards. The effect of this upgrade can be combined with that of the ordinary RCS upgrade."	-1	""	0x0000	"EOR"
"desc"	3065	"Pursuit Missile Launcher"	"The Pursuit missile launcher is another Miranu device designed to deal with marauding fighter craft, and is particularly useful for pilots of craft which are rarely in the stationary position usually required for effective use of the Miranu Defence system. Even the most skilled fighter pilot will be hard-pressed to evade the high-velocity missiles this weapon fires."	-1	""	0x0000	"EOR"
"desc"	3066	"Pursuit Missile"	"These missiles trade in range and some degree of hitting power for a speed and accuracy sufficient to test the skills of the greatest of fighter pilots. Even the densest of asteroid belts will not faze the highly intelligent guidance system which these missiles possess."	-1	""	0x0000	"EOR"
"desc"	3067	"Tractor Beam"	"The tractor beam's official use is for the rescuing of disabled vessels. However, many captains have come up with a variety of inventive uses for this device. Prolonged use of the tractor beam is not recommended, as its power requirements result in a slow but steady drain of the ship's fuel supply."	-1	""	0x0000	"EOR"
"desc"	3068	"Repulsor Beam"	"The repulsor beam is a relatively straightforward modification to the tractor beam, as first demonstrated by the Miranu scientist Lyesew. It is extremely useful for deflecting the attentions of small fighter craft, but, like its cousin the tractor beam, will steadily drain fuel."	-1	""	0x0000	"EOR"
"desc"	3071	"Zidagar ECM"	"This Zidagar device is specifically designed for countering the guidance systems of Search And Destroy modules, and is particularly useful against the Igadzra military versions of these."	-1	""	0x0000	"EOR"
"desc"	3072	"SAE Launcher"	"The Seek And Eliminate module is a well-kept Igadzra military secret, featuring distinctly enhanced performance over ordinary SAD modules."	-1	""	0x0000	"EOR"
"desc"	3073	"SAE Module"	"Seek And Eliminate modules are slightly more powerful and harder to jam than mere Search And Destroy modules."	-1	""	0x0000	"EOR"
"desc"	4000	"Mission Offers"	"A United Earth naval officer approaches you. From his uniform he appears to be with the shipping and supply department.\n\qAh, you must be <PN>,\q he greets you. \qUE shipping has a cargo delivery which we were hoping you could do for us. Are you interested?\q"	-1	""	0x0000	"EOR"
"desc"	4001	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 5,000 credits."	-1	""	0x0000	"EOR"
"desc"	4002	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 5,000 credits."	-1	""	0x0000	"EOR"
"desc"	4003	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 5,000 credits."	-1	""	0x0000	"EOR"
"desc"	4004	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 5,000 credits."	-1	""	0x0000	"EOR"
"desc"	4005	""	"<DST> in the <DSY> system will pay 12,000 credits for a delivery of <CQ> tons of <CT> by <DL>."	-1	""	0x0000	"EOR"
"desc"	4006	""	"<DST> in the <DSY> system will pay 12,000 credits for a delivery of <CQ> tons of <CT> by <DL>."	-1	""	0x0000	"EOR"
"desc"	4007	""	"<DST> in the <DSY> system will pay 12,000 credits for a delivery of <CQ> tons of <CT> by <DL>."	-1	""	0x0000	"EOR"
"desc"	4008	""	"A group of people ask to be taken to <DST> in the <DSY> system, in return for 5,000 credits."	-1	""	0x0000	"EOR"
"desc"	4009	""	"A group of travellers needs to get to <DST> in the <DSY> system. They will pay 5,000 credits."	-1	""	0x0000	"EOR"
"desc"	4010	""	"A group of travellers offers you 5,000 credits to take them to <DST> in the <DSY> system."	-1	""	0x0000	"EOR"
"desc"	4011	""	"A woman in Stellar Corp uniform approaches you. She joins you at your table, and gets straight to the point, \q<PN>, I'm here to offer you a job with Stellar Corp. If you pick up a shipment of <CT> from <DST> and take it to <RST> for us, we'll make Stellar Corp missions available to you all across UE space. Are you interested?\q"	-1	""	0x0000	"EOR"
"desc"	4012	""	"Deliver <CQ> tons of <CT> to <DST> in the <DSY> system. Pay is 10,000 credits."	-1	""	0x0000	"EOR"
"desc"	4013	""	"Deliver <CQ> tons of <CT> to <DST> in the <DSY> system. Pay is 10,000 credits."	-1	""	0x0000	"EOR"
"desc"	4014	""	"Deliver <CQ> tons of <CT> to <DST> in the <DSY> system. Pay is 10,000 credits."	-1	""	0x0000	"EOR"
"desc"	4015	""	"Deliver <CQ> tons of <CT> to <DST> in the <DSY> system. Pay is 10,000 credits."	-1	""	0x0000	"EOR"
"desc"	4016	""	"A customer on <DST> in the <DSY> system needs a delivery of <CQ> tons of <CT> by <DL>. Pay is 25,000 credits."	-1	""	0x0000	"EOR"
"desc"	4017	""	"A customer on <DST> in the <DSY> system needs a delivery of <CQ> tons of <CT> by <DL>. Pay is 25,000 credits."	-1	""	0x0000	"EOR"
"desc"	4018	""	"A customer on <DST> in the <DSY> system needs a delivery of <CQ> tons of <CT> by <DL>. Pay is 25,000 credits."	-1	""	0x0000	"EOR"
"desc"	4019	""	"<DST> needs a <CQ> ton shipment of <CT>. Pay is 30,000 credits."	-1	""	0x0000	"EOR"
"desc"	4020	""	"<DST> needs a <CQ> ton shipment of <CT>. Pay is 30,000 credits."	-1	""	0x0000	"EOR"
"desc"	4021	""	"A UE naval officer comes over to your table, but does not sit down. \qCaptain, a serious matter has come up and we need your help. I know you've been working for UE shipping and not the military but this is a desperate situation. Will you help us?\q"	-1	""	0x0000	"EOR"
"desc"	4022	""	"One of the Frontier Express captains greets you as you enter. \qCaptain <PN>, as you may know we at Frontier Express are responsible for deliveries to the UE outposts on the Voinian border. The missions can be quite dangerous because of the Voinians, but they pay very well. Are you interested in doing a cargo run to <DST>?\q"	-1	""	0x0000	"EOR"
"desc"	4023	""	"A Frontier Express captain asks if you'd be willing to take a shipment of <CT> to <DST>."	-1	""	0x0000	"EOR"
"desc"	4024	""	"A Frontier Express captain asks if you'd be willing to take a shipment of <CT> to <DST>."	-1	""	0x0000	"EOR"
"desc"	4025	""	"A Frontier Express captain asks if you'd be willing to take a shipment of <CT> to <DST>."	-1	""	0x0000	"EOR"
"desc"	4026	""	"You run into a group of UE naval officers as they're leaving the bar. One of them stops to talk to you, \q<PN>, isn't it? Our patrols have informed us of a build up of Voinian warships at the Avann outpost so we're making a preemptive strike against them. Are you with us?\q"	-1	""	0x0000	"EOR"
"desc"	4027	""	"You notice a group of United Earth officers huddled around a table discussing something. One of them beckons you over, \q<PN>, our intelligence reports indicate that an important Voinian convoy is going to arrive at the Avann Outpost soon; we're sending a fleet to destroy it. We'd be grateful if you'd join them.\q Will you?"	-1	""	0x0000	"EOR"
"desc"	4028	""	"You notice a group of United Earth officers huddled around a table discussing something. One of them beckons you over, \q<PN>, our intelligence reports indicate that an important Voinian convoy is going to arrive at the Ylynn Outpost soon; we're sending a fleet to destroy it. We'd be grateful if you'd join them.\q Will you?"	-1	""	0x0000	"EOR"
"desc"	4029	""	"You notice a group of United Earth officers huddled around a table discussing something. One of them beckons you over, \q<PN>, our intelligence reports indicate that an important Voinian convoy is going to arrive at the Obron Outpost soon; we're sending a fleet to destroy it. We'd be grateful if you'd join them.\q Will you?"	-1	""	0x0000	"EOR"
"desc"	4030	""	"You run into a group of UE naval officers as they're leaving the bar. One of them stops to talk to you, \q<PN>, isn't it? Our patrols have informed us of a build up of Voinian warships at the Ylynn outpost so we're making a preemptive strike against them. Are you with us?\q"	-1	""	0x0000	"EOR"
"desc"	4031	""	"You run into a group of UE naval officers as they're leaving the bar. One of them stops to talk to you, \q<PN>, isn't it? Our patrols have informed us of a build up of Voinian warships at the Obron outpost so we're making a preemptive strike against them. Are you with us?\q"	-1	""	0x0000	"EOR"
"desc"	4032	""	"You are sitting in the outpost's bar when a klaxon begins sounding. The commander's voice comes over the intercom; \qAll hands to your vessels, this outpost is under attack. Repeat; all hands to your vessels, this is a code red situation.\q"	-1	""	0x0000	"EOR"
"desc"	4033	""	"A UE lieutenant approaches you; \qCaptain, there may be a new threat from the Voinians - will you help us again?\q"	-1	""	0x0000	"EOR"
"desc"	4034	""	"A UE shipping official greets you; \q<PN>, the United Earth government has voted to finish building the Paaren station as a research and production station for Voinian technology. To that end we would be grateful if you would take a shipment of equipment to Paaren station.\q Will you do so?"	-1	""	0x0000	"EOR"
"desc"	4035	""	"A group of people ask to be taken to <DST> in the <DSY> system, in return for 15,000 credits."	-1	""	0x0000	"EOR"
"desc"	4036	""	"A group of travellers needs to get to <DST> in the <DSY> system. They will pay 15,000 credits."	-1	""	0x0000	"EOR"
"desc"	4037	""	"A group of travellers offers you 15,000 credits to take them to <DST> in the <DSY> system."	-1	""	0x0000	"EOR"
"desc"	4038	""	"A shady-looking man joins you at your table. \q<PN>, right? A customer on <DST> is prepared to pay highly for a small shipment of this world's most famous product. Of course, customs officials have a few petty regulations about such dealings which may make the transaction a little difficult. I'm sure you and the <PSN> are more than capable of avoiding a few patrols of course, and this customer will pay very well. How would you like to make yourself a little easy money?\q"	-1	""	0x0000	"EOR"
"desc"	4039	""	"A militia officer runs into the bar. \qThis colony is under attack by renegades. I appeal to all of you to help save the colony!\q Will you help defend the colony?"	-1	""	0x0000	"EOR"
"desc"	4040	""	"A scar-faced merchant captain approaches you. \q<PN>, our convoy is heading out to <RST> in a couple of hours, we could use an escort if you're heading that way.\q Interested?"	-1	""	0x0000	"EOR"
"desc"	4041	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 15,000 credits."	-1	""	0x0000	"EOR"
"desc"	4042	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 15,000 credits."	-1	""	0x0000	"EOR"
"desc"	4043	""	"<DST> in the <DSY> system needs a delivery of <CQ> tons of <CT>. Pay is 15,000 credits."	-1	""	0x0000	"EOR"
"desc"	4044	""	"A UE navy admiral approaches your table. \qCaptain, we need your help again. The entire Paaren station project is in jeopardy.\q Will you lend your aid once more?"	-1	""	0x0000	"EOR"
"desc"	4045	""	"Admiral McPherson meets you in the bar, offering you a glass of Saalian brandy with a look that is half-pleased and half-grim. \q<PN>, you have been instrumental in the success of this project. Though the mysterious appearance of Voinian ships in the Chorca system worries all of us deeply, I have just received some good news: Paaren station is now fully operational! We would like you to transport the defector to the station; this time there will be a full escort!\q"	-1	""	0x0000	"EOR"
"desc"	4046	""	"A conclave of senior officers seems to have gathered at one table. One of them, seeing you, beckons you to join them. Will you?"	-1	""	0x0000	"EOR"
